Wert;Label;Gemeinde;Kanton;Jahr
308;BEVÖLKERUNG;Ennetbürgen;NW;2018
28;STEUERBELASTUNG;Ennetbürgen;NW;2018
610;ERREICHBARKEIT;Ennetbürgen;NW;2018
812;VERSORGUNG;Ennetbürgen;NW;2018
121;SICHERHEIT;Ennetbürgen;NW;2018
319;RANG;Onex;GE;2018
GE;KANTON;Onex;GE;2018
Onex;GEMEINDE;Onex;GE;2018
697;WOHNEN;Onex;GE;2018
264;ARBEITSMARKT;Onex;GE;2018
405;BEVÖLKERUNG;Onex;GE;2018
402;STEUERBELASTUNG;Onex;GE;2018
87;ERREICHBARKEIT;Onex;GE;2018
267;VERSORGUNG;Onex;GE;2018
885;SICHERHEIT;Onex;GE;2018
319;RANG;Itingen;BL;2018
BL;KANTON;Itingen;BL;2018
Itingen;GEMEINDE;Itingen;BL;2018
891;WOHNEN;Itingen;BL;2018
122;ARBEITSMARKT;Itingen;BL;2018
392;BEVÖLKERUNG;Itingen;BL;2018
581;STEUERBELASTUNG;Itingen;BL;2018
409;ERREICHBARKEIT;Itingen;BL;2018
688;VERSORGUNG;Itingen;BL;2018
50;SICHERHEIT;Itingen;BL;2018
321;RANG;Sursee;LU;2018
LU;KANTON;Sursee;LU;2018
Sursee;GEMEINDE;Sursee;LU;2018
15;WOHNEN;Sursee;LU;2018
343;ARBEITSMARKT;Sursee;LU;2018
488;BEVÖLKERUNG;Sursee;LU;2018
339;STEUERBELASTUNG;Sursee;LU;2018
685;ERREICHBARKEIT;Sursee;LU;2018
58;VERSORGUNG;Sursee;LU;2018
73;SICHERHEIT;Sursee;LU;2018
322;RANG;Yvonand;VD;2018
VD;KANTON;Yvonand;VD;2018
Yvonand;GEMEINDE;Yvonand;VD;2018
686;WOHNEN;Yvonand;VD;2018
40;ARBEITSMARKT;Yvonand;VD;2018
405;BEVÖLKERUNG;Yvonand;VD;2018
744;STEUERBELASTUNG;Yvonand;VD;2018
423;ERREICHBARKEIT;Yvonand;VD;2018
552;VERSORGUNG;Yvonand;VD;2018
856;SICHERHEIT;Yvonand;VD;2018
323;RANG;Illnau-Effretikon;ZH;2018
ZH;KANTON;Illnau-Effretikon;ZH;2018
Illnau-Effretikon;GEMEINDE;Illnau-Effretikon;ZH;2018
512;WOHNEN;Illnau-Effretikon;ZH;2018
432;ARBEITSMARKT;Illnau-Effretikon;ZH;2018
668;BEVÖLKERUNG;Illnau-Effretikon;ZH;2018
150;STEUERBELASTUNG;Illnau-Effretikon;ZH;2018
187;ERREICHBARKEIT;Illnau-Effretikon;ZH;2018
154;VERSORGUNG;Illnau-Effretikon;ZH;2018
475;SICHERHEIT;Illnau-Effretikon;ZH;2018
324;RANG;Balgach;SG;2018
SG;KANTON;Balgach;SG;2018
Balgach;GEMEINDE;Balgach;SG;2018
587;WOHNEN;Balgach;SG;2018
296;ARBEITSMARKT;Balgach;SG;2018
410;BEVÖLKERUNG;Balgach;SG;2018
180;STEUERBELASTUNG;Balgach;SG;2018
718;ERREICHBARKEIT;Balgach;SG;2018
329;VERSORGUNG;Balgach;SG;2018
585;SICHERHEIT;Balgach;SG;2018
325;RANG;Höri;ZH;2018
ZH;KANTON;Höri;ZH;2018
Höri;GEMEINDE;Höri;ZH;2018
824;WOHNEN;Höri;ZH;2018
113;ARBEITSMARKT;Höri;ZH;2018
761;BEVÖLKERUNG;Höri;ZH;2018
135;STEUERBELASTUNG;Höri;ZH;2018
572;ERREICHBARKEIT;Höri;ZH;2018
666;VERSORGUNG;Höri;ZH;2018
828;SICHERHEIT;Höri;ZH;2018
326;RANG;Le Mont-Sur-Lausanne;VD;2018
VD;KANTON;Le Mont-Sur-Lausanne;VD;2018
Le Mont-Sur-Lausanne;GEMEINDE;Le Mont-Sur-Lausanne;VD;2018
65;WOHNEN;Le Mont-Sur-Lausanne;VD;2018
142;ARBEITSMARKT;Le Mont-Sur-Lausanne;VD;2018
34;BEVÖLKERUNG;Le Mont-Sur-Lausanne;VD;2018
776;STEUERBELASTUNG;Le Mont-Sur-Lausanne;VD;2018
79;ERREICHBARKEIT;Le Mont-Sur-Lausanne;VD;2018
569;VERSORGUNG;Le Mont-Sur-Lausanne;VD;2018
915;SICHERHEIT;Le Mont-Sur-Lausanne;VD;2018
327;RANG;Rafz;ZH;2018
ZH;KANTON;Rafz;ZH;2018
Rafz;GEMEINDE;Rafz;ZH;2018
758;WOHNEN;Rafz;ZH;2018
100;ARBEITSMARKT;Rafz;ZH;2018
165;BEVÖLKERUNG;Rafz;ZH;2018
140;STEUERBELASTUNG;Rafz;ZH;2018
623;ERREICHBARKEIT;Rafz;ZH;2018
796;VERSORGUNG;Rafz;ZH;2018
828;SICHERHEIT;Rafz;ZH;2018
328;RANG;St. Gallen;SG;2018
SG;KANTON;St. Gallen;SG;2018
St. Gallen;GEMEINDE;St. Gallen;SG;2018
94;WOHNEN;St. Gallen;SG;2018
487;ARBEITSMARKT;St. Gallen;SG;2018
817;BEVÖLKERUNG;St. Gallen;SG;2018
674;STEUERBELASTUNG;St. Gallen;SG;2018
358;ERREICHBARKEIT;St. Gallen;SG;2018
122;VERSORGUNG;St. Gallen;SG;2018
754;SICHERHEIT;St. Gallen;SG;2018
329;RANG;Genthod;GE;2018
GE;KANTON;Genthod;GE;2018
Genthod;GEMEINDE;Genthod;GE;2018
526;WOHNEN;Genthod;GE;2018
341;ARBEITSMARKT;Genthod;GE;2018
56;BEVÖLKERUNG;Genthod;GE;2018
139;STEUERBELASTUNG;Genthod;GE;2018
180;ERREICHBARKEIT;Genthod;GE;2018
744;VERSORGUNG;Genthod;GE;2018
885;SICHERHEIT;Genthod;GE;2018
330;RANG;Bubendorf;BL;2018
BL;KANTON;Bubendorf;BL;2018
Bubendorf;GEMEINDE;Bubendorf;BL;2018
552;WOHNEN;Bubendorf;BL;2018
243;ARBEITSMARKT;Bubendorf;BL;2018
629;BEVÖLKERUNG;Bubendorf;BL;2018
596;STEUERBELASTUNG;Bubendorf;BL;2018
610;ERREICHBARKEIT;Bubendorf;BL;2018
368;VERSORGUNG;Bubendorf;BL;2018
316;SICHERHEIT;Bubendorf;BL;2018
331;RANG;Chavornay;VD;2018
VD;KANTON;Chavornay;VD;2018
Chavornay;GEMEINDE;Chavornay;VD;2018
871;WOHNEN;Chavornay;VD;2018
15;ARBEITSMARKT;Chavornay;VD;2018
457;BEVÖLKERUNG;Chavornay;VD;2018
768;STEUERBELASTUNG;Chavornay;VD;2018
330;ERREICHBARKEIT;Chavornay;VD;2018
327;VERSORGUNG;Chavornay;VD;2018
856;SICHERHEIT;Chavornay;VD;2018
332;RANG;Corcelles-Cormondrèche;NE;2018
NE;KANTON;Corcelles-Cormondrèche;NE;2018
Corcelles-Cormondrèche;GEMEINDE;Corcelles-Cormondrèche;NE;2018
657;WOHNEN;Corcelles-Cormondrèche;NE;2018
184;ARBEITSMARKT;Corcelles-Cormondrèche;NE;2018
332;BEVÖLKERUNG;Corcelles-Cormondrèche;NE;2018
916;STEUERBELASTUNG;Corcelles-Cormondrèche;NE;2018
627;ERREICHBARKEIT;Corcelles-Cormondrèche;NE;2018
696;VERSORGUNG;Corcelles-Cormondrèche;NE;2018
696;SICHERHEIT;Corcelles-Cormondrèche;NE;2018
333;RANG;Muralto;TI;2018
TI;KANTON;Muralto;TI;2018
Muralto;GEMEINDE;Muralto;TI;2018
54;WOHNEN;Muralto;TI;2018
543;ARBEITSMARKT;Muralto;TI;2018
739;BEVÖLKERUNG;Muralto;TI;2018
228;STEUERBELASTUNG;Muralto;TI;2018
331;ERREICHBARKEIT;Muralto;TI;2018
654;VERSORGUNG;Muralto;TI;2018
622;SICHERHEIT;Muralto;TI;2018
334;RANG;Wiesendangen;ZH;2018
ZH;KANTON;Wiesendangen;ZH;2018
Wiesendangen;GEMEINDE;Wiesendangen;ZH;2018
495;WOHNEN;Wiesendangen;ZH;2018
269;ARBEITSMARKT;Wiesendangen;ZH;2018
80;BEVÖLKERUNG;Wiesendangen;ZH;2018
48;STEUERBELASTUNG;Wiesendangen;ZH;2018
291;ERREICHBARKEIT;Wiesendangen;ZH;2018
516;VERSORGUNG;Wiesendangen;ZH;2018
725;SICHERHEIT;Wiesendangen;ZH;2018
335;RANG;Ecublens (VD);VD;2018
VD;KANTON;Ecublens (VD);VD;2018
Ecublens (VD);GEMEINDE;Ecublens (VD);VD;2018
90;WOHNEN;Ecublens (VD);VD;2018
310;ARBEITSMARKT;Ecublens (VD);VD;2018
691;BEVÖLKERUNG;Ecublens (VD);VD;2018
625;STEUERBELASTUNG;Ecublens (VD);VD;2018
44;ERREICHBARKEIT;Ecublens (VD);VD;2018
93;VERSORGUNG;Ecublens (VD);VD;2018
659;SICHERHEIT;Ecublens (VD);VD;2018
336;RANG;Moosseedorf;BE;2018
BE;KANTON;Moosseedorf;BE;2018
Moosseedorf;GEMEINDE;Moosseedorf;BE;2018
734;WOHNEN;Moosseedorf;BE;2018
161;ARBEITSMARKT;Moosseedorf;BE;2018
783;BEVÖLKERUNG;Moosseedorf;BE;2018
697;STEUERBELASTUNG;Moosseedorf;BE;2018
212;ERREICHBARKEIT;Moosseedorf;BE;2018
474;VERSORGUNG;Moosseedorf;BE;2018
795;SICHERHEIT;Moosseedorf;BE;2018
337;RANG;La Tour-De-Peilz;VD;2018
VD;KANTON;La Tour-De-Peilz;VD;2018
La Tour-De-Peilz;GEMEINDE;La Tour-De-Peilz;VD;2018
354;WOHNEN;La Tour-De-Peilz;VD;2018
244;ARBEITSMARKT;La Tour-De-Peilz;VD;2018
179;BEVÖLKERUNG;La Tour-De-Peilz;VD;2018
641;STEUERBELASTUNG;La Tour-De-Peilz;VD;2018
82;ERREICHBARKEIT;La Tour-De-Peilz;VD;2018
439;VERSORGUNG;La Tour-De-Peilz;VD;2018
864;SICHERHEIT;La Tour-De-Peilz;VD;2018
338;RANG;Solothurn;SO;2018
SO;KANTON;Solothurn;SO;2018
Solothurn;GEMEINDE;Solothurn;SO;2018
97;WOHNEN;Solothurn;SO;2018
413;ARBEITSMARKT;Solothurn;SO;2018
716;BEVÖLKERUNG;Solothurn;SO;2018
776;STEUERBELASTUNG;Solothurn;SO;2018
173;ERREICHBARKEIT;Solothurn;SO;2018
96;VERSORGUNG;Solothurn;SO;2018
873;SICHERHEIT;Solothurn;SO;2018
339;RANG;Bremgarten (AG);AG;2018
AG;KANTON;Bremgarten (AG);AG;2018
Bremgarten (AG);GEMEINDE;Bremgarten (AG);AG;2018
377;WOHNEN;Bremgarten (AG);AG;2018
637;ARBEITSMARKT;Bremgarten (AG);AG;2018
523;BEVÖLKERUNG;Bremgarten (AG);AG;2018
251;STEUERBELASTUNG;Bremgarten (AG);AG;2018
478;ERREICHBARKEIT;Bremgarten (AG);AG;2018
45;VERSORGUNG;Bremgarten (AG);AG;2018
37;SICHERHEIT;Bremgarten (AG);AG;2018
340;RANG;Auw;AG;2018
AG;KANTON;Auw;AG;2018
Auw;GEMEINDE;Auw;AG;2018
687;WOHNEN;Auw;AG;2018
287;ARBEITSMARKT;Auw;AG;2018
131;BEVÖLKERUNG;Auw;AG;2018
392;STEUERBELASTUNG;Auw;AG;2018
765;ERREICHBARKEIT;Auw;AG;2018
765;VERSORGUNG;Auw;AG;2018
4;SICHERHEIT;Auw;AG;2018
341;RANG;Widnau;SG;2018
SG;KANTON;Widnau;SG;2018
Widnau;GEMEINDE;Widnau;SG;2018
196;WOHNEN;Widnau;SG;2018
230;ARBEITSMARKT;Widnau;SG;2018
430;BEVÖLKERUNG;Widnau;SG;2018
315;STEUERBELASTUNG;Widnau;SG;2018
600;ERREICHBARKEIT;Widnau;SG;2018
810;VERSORGUNG;Widnau;SG;2018
585;SICHERHEIT;Widnau;SG;2018
342;RANG;Neerach;ZH;2018
ZH;KANTON;Neerach;ZH;2018
Neerach;GEMEINDE;Neerach;ZH;2018
358;WOHNEN;Neerach;ZH;2018
374;ARBEITSMARKT;Neerach;ZH;2018
175;BEVÖLKERUNG;Neerach;ZH;2018
25;STEUERBELASTUNG;Neerach;ZH;2018
536;ERREICHBARKEIT;Neerach;ZH;2018
624;VERSORGUNG;Neerach;ZH;2018
418;SICHERHEIT;Neerach;ZH;2018
343;RANG;Sarmenstorf;AG;2018
AG;KANTON;Sarmenstorf;AG;2018
Sarmenstorf;GEMEINDE;Sarmenstorf;AG;2018
212;WOHNEN;Sarmenstorf;AG;2018
364;ARBEITSMARKT;Sarmenstorf;AG;2018
182;BEVÖLKERUNG;Sarmenstorf;AG;2018
272;STEUERBELASTUNG;Sarmenstorf;AG;2018
455;ERREICHBARKEIT;Sarmenstorf;AG;2018
485;VERSORGUNG;Sarmenstorf;AG;2018
37;SICHERHEIT;Sarmenstorf;AG;2018
344;RANG;Aigle;VD;2018
VD;KANTON;Aigle;VD;2018
Aigle;GEMEINDE;Aigle;VD;2018
253;WOHNEN;Aigle;VD;2018
388;ARBEITSMARKT;Aigle;VD;2018
901;BEVÖLKERUNG;Aigle;VD;2018
677;STEUERBELASTUNG;Aigle;VD;2018
93;ERREICHBARKEIT;Aigle;VD;2018
547;VERSORGUNG;Aigle;VD;2018
760;SICHERHEIT;Aigle;VD;2018
345;RANG;Roggwil (TG);TG;2018
TG;KANTON;Roggwil (TG);TG;2018
Roggwil (TG);GEMEINDE;Roggwil (TG);TG;2018
132;WOHNEN;Roggwil (TG);TG;2018
448;ARBEITSMARKT;Roggwil (TG);TG;2018
44;BEVÖLKERUNG;Roggwil (TG);TG;2018
425;STEUERBELASTUNG;Roggwil (TG);TG;2018
612;ERREICHBARKEIT;Roggwil (TG);TG;2018
497;VERSORGUNG;Roggwil (TG);TG;2018
496;SICHERHEIT;Roggwil (TG);TG;2018
346;RANG;Seengen;AG;2018
AG;KANTON;Seengen;AG;2018
Seengen;GEMEINDE;Seengen;AG;2018
181;WOHNEN;Seengen;AG;2018
488;ARBEITSMARKT;Seengen;AG;2018
58;BEVÖLKERUNG;Seengen;AG;2018
123;STEUERBELASTUNG;Seengen;AG;2018
660;ERREICHBARKEIT;Seengen;AG;2018
158;VERSORGUNG;Seengen;AG;2018
260;SICHERHEIT;Seengen;AG;2018
347;RANG;Untersiggenthal;AG;2018
AG;KANTON;Untersiggenthal;AG;2018
Untersiggenthal;GEMEINDE;Untersiggenthal;AG;2018
896;WOHNEN;Untersiggenthal;AG;2018
549;ARBEITSMARKT;Untersiggenthal;AG;2018
521;BEVÖLKERUNG;Untersiggenthal;AG;2018
269;STEUERBELASTUNG;Untersiggenthal;AG;2018
319;ERREICHBARKEIT;Untersiggenthal;AG;2018
660;VERSORGUNG;Untersiggenthal;AG;2018
364;SICHERHEIT;Untersiggenthal;AG;2018
348;RANG;Buochs;NW;2018
NW;KANTON;Buochs;NW;2018
Buochs;GEMEINDE;Buochs;NW;2018
238;WOHNEN;Buochs;NW;2018
524;ARBEITSMARKT;Buochs;NW;2018
481;BEVÖLKERUNG;Buochs;NW;2018
76;STEUERBELASTUNG;Buochs;NW;2018
597;ERREICHBARKEIT;Buochs;NW;2018
545;VERSORGUNG;Buochs;NW;2018
121;SICHERHEIT;Buochs;NW;2018
349;RANG;Untervaz;GR;2018
GR;KANTON;Untervaz;GR;2018
Untervaz;GEMEINDE;Untervaz;GR;2018
653;WOHNEN;Untervaz;GR;2018
147;ARBEITSMARKT;Untervaz;GR;2018
401;BEVÖLKERUNG;Untervaz;GR;2018
358;STEUERBELASTUNG;Untervaz;GR;2018
766;ERREICHBARKEIT;Untervaz;GR;2018
740;VERSORGUNG;Untervaz;GR;2018
113;SICHERHEIT;Untervaz;GR;2018
350;RANG;Staufen;AG;2018
AG;KANTON;Staufen;AG;2018
Staufen;GEMEINDE;Staufen;AG;2018
217;WOHNEN;Staufen;AG;2018
460;ARBEITSMARKT;Staufen;AG;2018
115;BEVÖLKERUNG;Staufen;AG;2018
190;STEUERBELASTUNG;Staufen;AG;2018
161;ERREICHBARKEIT;Staufen;AG;2018
372;VERSORGUNG;Staufen;AG;2018
260;SICHERHEIT;Staufen;AG;2018
351;RANG;Emmen;LU;2018
LU;KANTON;Emmen;LU;2018
Emmen;GEMEINDE;Emmen;LU;2018
612;WOHNEN;Emmen;LU;2018
316;ARBEITSMARKT;Emmen;LU;2018
853;BEVÖLKERUNG;Emmen;LU;2018
459;STEUERBELASTUNG;Emmen;LU;2018
564;ERREICHBARKEIT;Emmen;LU;2018
514;VERSORGUNG;Emmen;LU;2018
177;SICHERHEIT;Emmen;LU;2018
352;RANG;Malans;GR;2018
GR;KANTON;Malans;GR;2018
Malans;GEMEINDE;Malans;GR;2018
127;WOHNEN;Malans;GR;2018
431;ARBEITSMARKT;Malans;GR;2018
209;BEVÖLKERUNG;Malans;GR;2018
212;STEUERBELASTUNG;Malans;GR;2018
824;ERREICHBARKEIT;Malans;GR;2018
699;VERSORGUNG;Malans;GR;2018
113;SICHERHEIT;Malans;GR;2018
353;RANG;Wohlen (AG);AG;2018
AG;KANTON;Wohlen (AG);AG;2018
Wohlen (AG);GEMEINDE;Wohlen (AG);AG;2018
457;WOHNEN;Wohlen (AG);AG;2018
475;ARBEITSMARKT;Wohlen (AG);AG;2018
720;BEVÖLKERUNG;Wohlen (AG);AG;2018
392;STEUERBELASTUNG;Wohlen (AG);AG;2018
62;ERREICHBARKEIT;Wohlen (AG);AG;2018
282;VERSORGUNG;Wohlen (AG);AG;2018
37;SICHERHEIT;Wohlen (AG);AG;2018
354;RANG;Berikon;AG;2018
AG;KANTON;Berikon;AG;2018
Berikon;GEMEINDE;Berikon;AG;2018
150;WOHNEN;Berikon;AG;2018
553;ARBEITSMARKT;Berikon;AG;2018
163;BEVÖLKERUNG;Berikon;AG;2018
197;STEUERBELASTUNG;Berikon;AG;2018
435;ERREICHBARKEIT;Berikon;AG;2018
332;VERSORGUNG;Berikon;AG;2018
37;SICHERHEIT;Berikon;AG;2018
355;RANG;Möhlin;AG;2018
AG;KANTON;Möhlin;AG;2018
Möhlin;GEMEINDE;Möhlin;AG;2018
663;WOHNEN;Möhlin;AG;2018
411;ARBEITSMARKT;Möhlin;AG;2018
434;BEVÖLKERUNG;Möhlin;AG;2018
426;STEUERBELASTUNG;Möhlin;AG;2018
554;ERREICHBARKEIT;Möhlin;AG;2018
275;VERSORGUNG;Möhlin;AG;2018
342;SICHERHEIT;Möhlin;AG;2018
356;RANG;Muri (AG);AG;2018
AG;KANTON;Muri (AG);AG;2018
Muri (AG);GEMEINDE;Muri (AG);AG;2018
393;WOHNEN;Muri (AG);AG;2018
271;ARBEITSMARKT;Muri (AG);AG;2018
385;BEVÖLKERUNG;Muri (AG);AG;2018
392;STEUERBELASTUNG;Muri (AG);AG;2018
259;ERREICHBARKEIT;Muri (AG);AG;2018
121;VERSORGUNG;Muri (AG);AG;2018
4;SICHERHEIT;Muri (AG);AG;2018
357;RANG;Gordola;TI;2018
TI;KANTON;Gordola;TI;2018
Gordola;GEMEINDE;Gordola;TI;2018
230;WOHNEN;Gordola;TI;2018
253;ARBEITSMARKT;Gordola;TI;2018
670;BEVÖLKERUNG;Gordola;TI;2018
203;STEUERBELASTUNG;Gordola;TI;2018
390;ERREICHBARKEIT;Gordola;TI;2018
756;VERSORGUNG;Gordola;TI;2018
622;SICHERHEIT;Gordola;TI;2018
358;RANG;Eschenbach (LU);LU;2018
LU;KANTON;Eschenbach (LU);LU;2018
Eschenbach (LU);GEMEINDE;Eschenbach (LU);LU;2018
77;WOHNEN;Eschenbach (LU);LU;2018
475;ARBEITSMARKT;Eschenbach (LU);LU;2018
171;BEVÖLKERUNG;Eschenbach (LU);LU;2018
189;STEUERBELASTUNG;Eschenbach (LU);LU;2018
704;ERREICHBARKEIT;Eschenbach (LU);LU;2018
907;VERSORGUNG;Eschenbach (LU);LU;2018
177;SICHERHEIT;Eschenbach (LU);LU;2018
359;RANG;Lupfig;AG;2018
AG;KANTON;Lupfig;AG;2018
Lupfig;GEMEINDE;Lupfig;AG;2018
324;WOHNEN;Lupfig;AG;2018
496;ARBEITSMARKT;Lupfig;AG;2018
247;BEVÖLKERUNG;Lupfig;AG;2018
372;STEUERBELASTUNG;Lupfig;AG;2018
388;ERREICHBARKEIT;Lupfig;AG;2018
87;VERSORGUNG;Lupfig;AG;2018
186;SICHERHEIT;Lupfig;AG;2018
360;RANG;Düdingen;FR;2018
FR;KANTON;Düdingen;FR;2018
Düdingen;GEMEINDE;Düdingen;FR;2018
175;WOHNEN;Düdingen;FR;2018
423;ARBEITSMARKT;Düdingen;FR;2018
647;BEVÖLKERUNG;Düdingen;FR;2018
639;STEUERBELASTUNG;Düdingen;FR;2018
91;ERREICHBARKEIT;Düdingen;FR;2018
38;VERSORGUNG;Düdingen;FR;2018
251;SICHERHEIT;Düdingen;FR;2018
361;RANG;Cheseaux-Sur-Lausanne;VD;2018
VD;KANTON;Cheseaux-Sur-Lausanne;VD;2018
Cheseaux-Sur-Lausanne;GEMEINDE;Cheseaux-Sur-Lausanne;VD;2018
350;WOHNEN;Cheseaux-Sur-Lausanne;VD;2018
136;ARBEITSMARKT;Cheseaux-Sur-Lausanne;VD;2018
214;BEVÖLKERUNG;Cheseaux-Sur-Lausanne;VD;2018
770;STEUERBELASTUNG;Cheseaux-Sur-Lausanne;VD;2018
34;ERREICHBARKEIT;Cheseaux-Sur-Lausanne;VD;2018
676;VERSORGUNG;Cheseaux-Sur-Lausanne;VD;2018
915;SICHERHEIT;Cheseaux-Sur-Lausanne;VD;2018
362;RANG;Crans-Près-Céligny;VD;2018
VD;KANTON;Crans-Près-Céligny;VD;2018
Crans-Près-Céligny;GEMEINDE;Crans-Près-Céligny;VD;2018
110;WOHNEN;Crans-Près-Céligny;VD;2018
356;ARBEITSMARKT;Crans-Près-Céligny;VD;2018
14;BEVÖLKERUNG;Crans-Près-Céligny;VD;2018
558;STEUERBELASTUNG;Crans-Près-Céligny;VD;2018
668;ERREICHBARKEIT;Crans-Près-Céligny;VD;2018
845;VERSORGUNG;Crans-Près-Céligny;VD;2018
743;SICHERHEIT;Crans-Près-Céligny;VD;2018
363;RANG;Reichenburg;SZ;2018
SZ;KANTON;Reichenburg;SZ;2018
Reichenburg;GEMEINDE;Reichenburg;SZ;2018
679;WOHNEN;Reichenburg;SZ;2018
110;ARBEITSMARKT;Reichenburg;SZ;2018
324;BEVÖLKERUNG;Reichenburg;SZ;2018
82;STEUERBELASTUNG;Reichenburg;SZ;2018
442;ERREICHBARKEIT;Reichenburg;SZ;2018
898;VERSORGUNG;Reichenburg;SZ;2018
399;SICHERHEIT;Reichenburg;SZ;2018
364;RANG;Herisau;AR;2018
AR;KANTON;Herisau;AR;2018
Herisau;GEMEINDE;Herisau;AR;2018
122;WOHNEN;Herisau;AR;2018
501;ARBEITSMARKT;Herisau;AR;2018
827;BEVÖLKERUNG;Herisau;AR;2018
557;STEUERBELASTUNG;Herisau;AR;2018
606;ERREICHBARKEIT;Herisau;AR;2018
162;VERSORGUNG;Herisau;AR;2018
174;SICHERHEIT;Herisau;AR;2018
364;RANG;Beinwil Am See;AG;2018
AG;KANTON;Beinwil Am See;AG;2018
Beinwil Am See;GEMEINDE;Beinwil Am See;AG;2018
385;WOHNEN;Beinwil Am See;AG;2018
420;ARBEITSMARKT;Beinwil Am See;AG;2018
202;BEVÖLKERUNG;Beinwil Am See;AG;2018
299;STEUERBELASTUNG;Beinwil Am See;AG;2018
716;ERREICHBARKEIT;Beinwil Am See;AG;2018
179;VERSORGUNG;Beinwil Am See;AG;2018
97;SICHERHEIT;Beinwil Am See;AG;2018
366;RANG;Vaz/Obervaz;GR;2018
GR;KANTON;Vaz/Obervaz;GR;2018
Vaz/Obervaz;GEMEINDE;Vaz/Obervaz;GR;2018
285;WOHNEN;Vaz/Obervaz;GR;2018
313;ARBEITSMARKT;Vaz/Obervaz;GR;2018
261;BEVÖLKERUNG;Vaz/Obervaz;GR;2018
212;STEUERBELASTUNG;Vaz/Obervaz;GR;2018
909;ERREICHBARKEIT;Vaz/Obervaz;GR;2018
55;VERSORGUNG;Vaz/Obervaz;GR;2018
519;SICHERHEIT;Vaz/Obervaz;GR;2018
367;RANG;Wohlen Bei Bern;BE;2018
BE;KANTON;Wohlen Bei Bern;BE;2018
Wohlen Bei Bern;GEMEINDE;Wohlen Bei Bern;BE;2018
445;WOHNEN;Wohlen Bei Bern;BE;2018
386;ARBEITSMARKT;Wohlen Bei Bern;BE;2018
383;BEVÖLKERUNG;Wohlen Bei Bern;BE;2018
762;STEUERBELASTUNG;Wohlen Bei Bern;BE;2018
206;ERREICHBARKEIT;Wohlen Bei Bern;BE;2018
253;VERSORGUNG;Wohlen Bei Bern;BE;2018
795;SICHERHEIT;Wohlen Bei Bern;BE;2018
368;RANG;Trimmis;GR;2018
GR;KANTON;Trimmis;GR;2018
Trimmis;GEMEINDE;Trimmis;GR;2018
417;WOHNEN;Trimmis;GR;2018
379;ARBEITSMARKT;Trimmis;GR;2018
133;BEVÖLKERUNG;Trimmis;GR;2018
309;STEUERBELASTUNG;Trimmis;GR;2018
755;ERREICHBARKEIT;Trimmis;GR;2018
386;VERSORGUNG;Trimmis;GR;2018
113;SICHERHEIT;Trimmis;GR;2018
369;RANG;Minusio;TI;2018
TI;KANTON;Minusio;TI;2018
Minusio;GEMEINDE;Minusio;TI;2018
177;WOHNEN;Minusio;TI;2018
402;ARBEITSMARKT;Minusio;TI;2018
621;BEVÖLKERUNG;Minusio;TI;2018
170;STEUERBELASTUNG;Minusio;TI;2018
438;ERREICHBARKEIT;Minusio;TI;2018
770;VERSORGUNG;Minusio;TI;2018
622;SICHERHEIT;Minusio;TI;2018
370;RANG;Zwingen;BL;2018
BL;KANTON;Zwingen;BL;2018
Zwingen;GEMEINDE;Zwingen;BL;2018
782;WOHNEN;Zwingen;BL;2018
328;ARBEITSMARKT;Zwingen;BL;2018
723;BEVÖLKERUNG;Zwingen;BL;2018
552;STEUERBELASTUNG;Zwingen;BL;2018
469;ERREICHBARKEIT;Zwingen;BL;2018
835;VERSORGUNG;Zwingen;BL;2018
387;SICHERHEIT;Zwingen;BL;2018
371;RANG;Hilterfingen;BE;2018
BE;KANTON;Hilterfingen;BE;2018
Hilterfingen;GEMEINDE;Hilterfingen;BE;2018
89;WOHNEN;Hilterfingen;BE;2018
679;ARBEITSMARKT;Hilterfingen;BE;2018
491;BEVÖLKERUNG;Hilterfingen;BE;2018
772;STEUERBELASTUNG;Hilterfingen;BE;2018
251;ERREICHBARKEIT;Hilterfingen;BE;2018
61;VERSORGUNG;Hilterfingen;BE;2018
389;SICHERHEIT;Hilterfingen;BE;2018
372;RANG;Ebikon;LU;2018
LU;KANTON;Ebikon;LU;2018
Ebikon;GEMEINDE;Ebikon;LU;2018
446;WOHNEN;Ebikon;LU;2018
398;ARBEITSMARKT;Ebikon;LU;2018
569;BEVÖLKERUNG;Ebikon;LU;2018
367;STEUERBELASTUNG;Ebikon;LU;2018
337;ERREICHBARKEIT;Ebikon;LU;2018
799;VERSORGUNG;Ebikon;LU;2018
273;SICHERHEIT;Ebikon;LU;2018
373;RANG;Montreux;VD;2018
VD;KANTON;Montreux;VD;2018
Montreux;GEMEINDE;Montreux;VD;2018
150;WOHNEN;Montreux;VD;2018
284;ARBEITSMARKT;Montreux;VD;2018
631;BEVÖLKERUNG;Montreux;VD;2018
652;STEUERBELASTUNG;Montreux;VD;2018
48;ERREICHBARKEIT;Montreux;VD;2018
822;VERSORGUNG;Montreux;VD;2018
864;SICHERHEIT;Montreux;VD;2018
374;RANG;Muotathal;SZ;2018
SZ;KANTON;Muotathal;SZ;2018
Muotathal;GEMEINDE;Muotathal;SZ;2018
299;WOHNEN;Muotathal;SZ;2018
395;ARBEITSMARKT;Muotathal;SZ;2018
571;BEVÖLKERUNG;Muotathal;SZ;2018
